CIFAR-10
BIM, untargeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,1.5430,96.9139,550,20.0,0.02,True
l2,1.5455,96.5253,400,20.0,0.03,True
l2,1.5912,97.3690,600,20.0,0.02,True
l2,1.5970,98.0684,1000,20.0,0.01,True
l2,1.6166,92.9285,50,20.0,0.2,True
l2,1.6185,45.5040,4,20.0,0.8,True
l2,1.6365,97.6354,650,20.0,0.02,True
l2,1.6687,98.9676,4000,20.0,0.002,True
l2,1.6747,97.4800,500,20.0,0.03,True
l2,1.6798,97.8908,700,20.0,0.02,True
l2,1.6956,97.3801,400,20.0,0.04,True
l2,1.7206,98.0240,750,20.0,0.02,True
